x,y,density
16.7372,0.426562,4
17.0049,0.426562,3.9734
0.133897,0.710938,0
0.401692,0.710938,0
0.669486,0.710938,0
0.937281,0.710938,0
1.20508,0.710938,0
1.47287,0.710938,0.975427
1.74066,0.710938,1
2.00846,0.710938,0.964523
2.27625,0.710938,1
2.54405,0.710938,1.16491
2.81184,0.710938,1.02655
3.07964,0.710938,1.09444
3.34743,0.710938,1
3.61523,0.710938,1.40326
3.88302,0.710938,1
4.15081,0.710938,1
4.41861,0.710938,1.21515
4.6864,0.710938,1.11894
4.9542,0.710938,1
5.22199,0.710938,1.20255
5.48979,0.710938,1.35529
5.75758,0.710938,0.941418
6.02538,0.710938,1
6.29317,0.710938,1
6.56096,0.710938,1.71667
6.82876,0.710938,1.2558
7.09655,0.710938,1
7.36435,0.710938,1.66166
7.63214,0.710938,1.75734
7.89994,0.710938,1
8.16773,0.710938,1
8.43553,0.710938,1
8.70332,0.710938,1.48638
8.97111,0.710938,1.93262
9.23891,0.710938,1
9.5067,0.710938,1
9.7745,0.710938,1
10.0423,0.710938,1.06802
10.3101,0.710938,1.5645
10.5779,0.710938,1
10.8457,0.710938,1.72901
11.1135,0.710938,1
11.3813,0.710938,1.43575
11.6491,0.710938,1.06402
11.9169,0.710938,1.42553
12.1846,0.710938,1.39572
12.4524,0.710938,0.395116
12.7202,0.710938,2
12.988,0.710938,1.10352
13.2558,0.710938,1.59672
13.5236,0.710938,1.43236
13.7914,0.710938,1.29014
14.0592,0.710938,1.28493
14.327,0.710938,1.027
14.5948,0.710938,1.5397
14.8626,0.710938,1.35048
15.1304,0.710938,1
15.3982,0.710938,0.170017
15.666,0.710938,0
15.9338,0.710938,0
16.2016,0.710938,0
16.4694,0.710938,3.37859
16.7372,0.710938,4
17.0049,0.710938,3.9734
0.133897,0.995312,0
0.401692,0.995312,0
0.669486,0.995312,0
0.937281,0.995312,0
1.20508,0.995312,0
1.47287,0.995312,0.975427
1.74066,0.995312,1
2.00846,0.995312,0.964523
2.27625,0.995312,1
2.54405,0.995312,1.16491
2.81184,0.995312,1.02655
3.07964,0.995312,1.09444
3.34743,0.995312,1
3.61523,0.995312,1.40326
3.88302,0.995312,1
4.15081,0.995312,1
4.41861,0.995312,1.21515
4.6864,0.995312,1.11894
4.9542,0.995312,1
5.22199,0.995312,1.20255
5.48979,0.995312,1.35529
5.75758,0.995312,0.941418
6.02538,0.995312,1
6.29317,0.995312,1
6.56096,0.995312,1.71667
6.82876,0.995312,1.2558
7.09655,0.995312,1
7.36435,0.995312,1.66166
7.63214,0.995312,1.75734
7.89994,0.995312,1
8.16773,0.995312,1
8.43553,0.995312,1
8.70332,0.995312,1.48638
8.97111,0.995312,1.93262
9.23891,0.995312,1
9.5067,0.995312,1
9.7745,0.995312,1
10.0423,0.995312,1.06802
10.3101,0.995312,1.5645
10.5779,0.995312,1
10.8457,0.995312,1.72901
11.1135,0.995312,1
11.3813,0.995312,1.43575
11.6491,0.995312,1.06402
11.9169,0.995312,1.42553
12.1846,0.995312,1.39572
12.4524,0.995312,0.395116
12.7202,0.995312,2
12.988,0.995312,1.10352
13.2558,0.995312,1.59672
13.5236,0.995312,1.43236
13.7914,0.995312,1.29014
14.0592,0.995312,1.28493
14.327,0.995312,1.027
14.5948,0.995312,1.5397
14.8626,0.995312,1.35048
15.1304,0.995312,1
15.3982,0.995312,0.170017
15.666,0.995312,0
15.9338,0.995312,0
16.2016,0.995312,0
16.4694,0.995312,3.37859
16.7372,0.995312,4
17.0049,0.995312,3.9734
0.133897,1.27969,0
0.401692,1.27969,0
0.669486,1.27969,0
0.937281,1.27969,0
1.20508,1.27969,0
1.47287,1.27969,0.900394
1.74066,1.27969,0.923077
2.00846,1.27969,0.890329
2.27625,1.27969,0.923077
2.54405,1.27969,1.0753
2.81184,1.27969,0.947581
3.07964,1.27969,1.01026
3.34743,1.27969,0.923077
3.61523,1.27969,1.29532
3.88302,1.27969,0.923077
4.15081,1.27969,0.923077
4.41861,1.27969,1.18189
4.6864,1.27969,1.09869
4.9542,1.27969,0.958059
5.22199,1.27969,1.14503
5.48979,1.27969,1.26347
5.75758,1.27969,0.870191
6.02538,1.27969,1
6.29317,1.27969,1
6.56096,1.27969,1.71667
6.82876,1.27969,1.19957
7.09655,1.27969,0.923077
7.36435,1.27969,1.57011
7.63214,1.27969,1.66368
7.89994,1.27969,0.923077
8.16773,1.27969,0.923077
8.43553,1.27969,0.923077
8.70332,1.27969,1.39975
8.97111,1.27969,1.83709
9.23891,1.27969,0.923077
9.5067,1.27969,0.923077
9.7745,1.27969,0.923077
10.0423,1.27969,0.985867
10.3101,1.27969,1.44415
10.5779,1.27969,0.923077
10.8457,1.27969,1.59601
11.1135,1.27969,0.923077
11.3813,1.27969,1.32531
11.6491,1.27969,0.982171
11.9169,1.27969,1.31587
12.1846,1.27969,1.28836
12.4524,1.27969,0.364722
12.7202,1.27969,1.84615
12.988,1.27969,1.01864
13.2558,1.27969,1.47389
13.5236,1.27969,1.32218
13.7914,1.27969,1.1909
14.0592,1.27969,1.18609
14.327,1.27969,0.948001
14.5948,1.27969,1.42126
14.8626,1.27969,1.2466
15.1304,1.27969,0.923077
15.3982,1.27969,0.156939
15.666,1.27969,0
15.9338,1.27969,0
16.2016,1.27969,0
16.4694,1.27969,3.1187
16.7372,1.27969,3.69231
17.0049,1.27969,3.66776
0.133897,1.56406,0
0.401692,1.56406,0
0.669486,1.56406,0
0.937281,1.56406,0
1.20508,1.56406,0
1.47287,1.56406,0
1.74066,1.56406,0
2.00846,1.56406,0.385859
2.27625,1.56406,0.464844
2.54405,1.56406,0.464844
2.81184,1.56406,0.00367892
3.07964,1.56406,0
3.34743,1.56406,0
3.61523,1.56406,0.158743
3.88302,1.56406,0.209538
4.15081,1.56406,0.0777199
4.41861,1.56406,0.469418
4.6864,1.56406,0.381542
4.9542,1.56406,0
5.22199,1.56406,0
5.48979,1.56406,0
5.75758,1.56406,0.000386881
6.02538,1.56406,0.0250027
6.29317,1.56406,0.0250027
6.56096,1.56406,0.105597
6.82876,1.56406,0.0499131
7.09655,1.56406,0
7.36435,1.56406,0
7.63214,1.56406,0
7.89994,1.56406,0
8.16773,1.56406,0
8.43553,1.56406,0
8.70332,1.56406,0
8.97111,1.56406,0
9.23891,1.56406,0
9.5067,1.56406,0
9.7745,1.56406,0
10.0423,1.56406,0
10.3101,1.56406,0
10.5779,1.56406,0
10.8457,1.56406,0
11.1135,1.56406,0
11.3813,1.56406,0
11.6491,1.56406,0
11.9169,1.56406,0
12.1846,1.56406,0
12.4524,1.56406,0
12.7202,1.56406,0
12.988,1.56406,0
13.2558,1.56406,0
13.5236,1.56406,0
13.7914,1.56406,0
14.0592,1.56406,0
14.327,1.56406,0
14.5948,1.56406,0
14.8626,1.56406,0
15.1304,1.56406,0
15.3982,1.56406,0
15.666,1.56406,0
15.9338,1.56406,0
16.2016,1.56406,0
16.4694,1.56406,0
16.7372,1.56406,0
17.0049,1.56406,0
0.133897,1.84844,0
0.401692,1.84844,0
0.669486,1.84844,0
0.937281,1.84844,0
1.20508,1.84844,0
1.47287,1.84844,0
1.74066,1.84844,0
2.00846,1.84844,0.830083
2.27625,1.84844,1
2.54405,1.84844,1
2.81184,1.84844,0.00791431
3.07964,1.84844,0
3.34743,1.84844,0
3.61523,1.84844,0.757587
3.88302,1.84844,1
4.15081,1.84844,0.370911
4.41861,1.84844,0
4.6864,1.84844,0
4.9542,1.84844,0
5.22199,1.84844,0
5.48979,1.84844,0.36828
5.75758,1.84844,0.30012
6.02538,1.84844,0.00601697
6.29317,1.84844,0.0124663
6.56096,1.84844,0.00805126
6.82876,1.84844,0
7.09655,1.84844,0
7.36435,1.84844,0
7.63214,1.84844,0
7.89994,1.84844,0
8.16773,1.84844,0
8.43553,1.84844,0
8.70332,1.84844,0
8.97111,1.84844,0
9.23891,1.84844,0
9.5067,1.84844,0
9.7745,1.84844,0
10.0423,1.84844,0
10.3101,1.84844,0
10.5779,1.84844,0
10.8457,1.84844,0
11.1135,1.84844,0
11.3813,1.84844,0
11.6491,1.84844,0
11.9169,1.84844,0
12.1846,1.84844,0
12.4524,1.84844,0
12.7202,1.84844,0
12.988,1.84844,0
13.2558,1.84844,0
13.5236,1.84844,0
13.7914,1.84844,0
14.0592,1.84844,0
14.327,1.84844,0
14.5948,1.84844,0
14.8626,1.84844,0
15.1304,1.84844,0
15.3982,1.84844,0
15.666,1.84844,0
15.9338,1.84844,0
16.2016,1.84844,0
16.4694,1.84844,0
16.7372,1.84844,0
17.0049,1.84844,0
0.133897,2.13281,0
0.401692,2.13281,0
0.669486,2.13281,0
0.937281,2.13281,0.00142725
1.20508,2.13281,0.0764241
1.47287,2.13281,0.0764241
1.74066,2.13281,0.062616
2.00846,2.13281,0.830083
2.27625,2.13281,1
2.54405,2.13281,1
2.81184,2.13281,0.00791431
3.07964,2.13281,0
3.34743,2.13281,0
3.61523,2.13281,0.757587
3.88302,2.13281,1
4.15081,2.13281,0.370911
4.41861,2.13281,0
4.6864,2.13281,0
4.9542,2.13281,0
5.22199,2.13281,0
5.48979,2.13281,0.781851
5.75758,2.13281,0.637148
6.02538,2.13281,0.482658
6.29317,2.13281,1
6.56096,2.13281,0.64584
6.82876,2.13281,0
7.09655,2.13281,0
7.36435,2.13281,0
7.63214,2.13281,0
7.89994,2.13281,0
8.16773,2.13281,0
8.43553,2.13281,0.146729
8.70332,2.13281,0.161245
8.97111,2.13281,0.149639
9.23891,2.13281,0
9.5067,2.13281,0
9.7745,2.13281,0
10.0423,2.13281,0
10.3101,2.13281,0
10.5779,2.13281,0
10.8457,2.13281,0
11.1135,2.13281,0
11.3813,2.13281,0
11.6491,2.13281,0
11.9169,2.13281,0
12.1846,2.13281,0
12.4524,2.13281,0
12.7202,2.13281,0
12.988,2.13281,0
13.2558,2.13281,0
13.5236,2.13281,0
13.7914,2.13281,0
14.0592,2.13281,0
14.327,2.13281,0
14.5948,2.13281,0
14.8626,2.13281,0
15.1304,2.13281,0
15.3982,2.13281,0
15.666,2.13281,0
15.9338,2.13281,0
16.2016,2.13281,0
16.4694,2.13281,0
16.7372,2.13281,0
17.0049,2.13281,0
0.133897,2.41719,0
0.401692,2.41719,0
0.669486,2.41719,0
0.937281,2.41719,0.0186753
1.20508,2.41719,1
1.47287,2.41719,1
1.74066,2.41719,0.819322
2.00846,2.41719,0.830083
2.27625,2.41719,1
2.54405,2.41719,1
2.81184,2.41719,0.00791431
3.07964,2.41719,0
3.34743,2.41719,0
3.61523,2.41719,0.757587
3.88302,2.41719,1
4.15081,2.41719,0.370911
4.41861,2.41719,0
4.6864,2.41719,0.116256
4.9542,2.41719,0.71551
5.22199,2.41719,0.183541
5.48979,2.41719,0.781851
5.75758,2.41719,0.637148
6.02538,2.41719,0.482658
6.29317,2.41719,1
6.56096,2.41719,0.64584
6.82876,2.41719,0
7.09655,2.41719,0
7.36435,2.41719,0
7.63214,2.41719,0
7.89994,2.41719,0
8.16773,2.41719,0
8.43553,2.41719,0.909977
8.70332,2.41719,1
8.97111,2.41719,0.928021
9.23891,2.41719,0
9.5067,2.41719,0
9.7745,2.41719,0
10.0423,2.41719,0
10.3101,2.41719,0
10.5779,2.41719,0
10.8457,2.41719,0
11.1135,2.41719,0
11.3813,2.41719,0
11.6491,2.41719,0
11.9169,2.41719,0
12.1846,2.41719,0
12.4524,2.41719,0
12.7202,2.41719,0
12.988,2.41719,0
13.2558,2.41719,0
13.5236,2.41719,0
13.7914,2.41719,0
14.0592,2.41719,0.0139605
14.327,2.41719,0.0146275
14.5948,2.41719,0.0129248
14.8626,2.41719,0
15.1304,2.41719,0
15.3982,2.41719,0
15.666,2.41719,0
15.9338,2.41719,0
16.2016,2.41719,0
16.4694,2.41719,0
16.7372,2.41719,0
17.0049,2.41719,0
0.133897,2.70156,0
0.401692,2.70156,0
0.669486,2.70156,0
0.937281,2.70156,0.0186753
1.20508,2.70156,1
1.47287,2.70156,1
1.74066,2.70156,0.819322
2.00846,2.70156,0.830083
2.27625,2.70156,1
2.54405,2.70156,1.53832
2.81184,2.70156,0.281401
3.07964,2.70156,0
3.34743,2.70156,0
3.61523,2.70156,0.757587
3.88302,2.70156,1
4.15081,2.70156,0.370911
4.41861,2.70156,0
4.6864,2.70156,0.162481
4.9542,2.70156,1
5.22199,2.70156,0.256518
5.48979,2.70156,0.781851
5.75758,2.70156,0.637148
6.02538,2.70156,0.482658
6.29317,2.70156,1
6.56096,2.70156,0.64584
6.82876,2.70156,0
7.09655,2.70156,0
7.36435,2.70156,0
7.63214,2.70156,0
7.89994,2.70156,0
8.16773,2.70156,0
8.43553,2.70156,0.909977
8.70332,2.70156,1
8.97111,2.70156,0.928021
9.23891,2.70156,0
9.5067,2.70156,0
9.7745,2.70156,0
10.0423,2.70156,0
10.3101,2.70156,0
10.5779,2.70156,0
10.8457,2.70156,0
11.1135,2.70156,0
11.3813,2.70156,0
11.6491,2.70156,0
11.9169,2.70156,0
12.1846,2.70156,0
12.4524,2.70156,0
12.7202,2.70156,0
12.988,2.70156,0.239209
13.2558,2.70156,0.330468
13.5236,2.70156,0.133723
13.7914,2.70156,0
14.0592,2.70156,0.954403
14.327,2.70156,1
14.5948,2.70156,0.883595
14.8626,2.70156,0
15.1304,2.70156,0
15.3982,2.70156,0
15.666,2.70156,0
15.9338,2.70156,0
16.2016,2.70156,0
16.4694,2.70156,0
16.7372,2.70156,0
17.0049,2.70156,0
0.133897,2.98594,0
0.401692,2.98594,0
0.669486,2.98594,0
0.937281,2.98594,0.0186753
1.20508,2.98594,1
1.47287,2.98594,1
1.74066,2.98594,0.857691
2.00846,2.98594,0.570203
2.27625,2.98594,0.499403
2.54405,2.98594,1.39919
2.81184,2.98594,0.481668
3.07964,2.98594,0.202653
3.34743,2.98594,0.587607
3.61523,2.98594,1.05589
3.88302,2.98594,1.36884
4.15081,2.98594,0.919958
4.41861,2.98594,0.0773752
4.6864,2.98594,0.162481
4.9542,2.98594,1
5.22199,2.98594,0.746797
5.48979,2.98594,1.3073
5.75758,2.98594,0.73984
6.02538,2.98594,0.482658
6.29317,2.98594,1
6.56096,2.98594,0.64584
6.82876,2.98594,0
7.09655,2.98594,0
7.36435,2.98594,0
7.63214,2.98594,0
7.89994,2.98594,0
8.16773,2.98594,0
8.43553,2.98594,0.909977
8.70332,2.98594,1
8.97111,2.98594,0.928021
9.23891,2.98594,0
9.5067,2.98594,0
9.7745,2.98594,0
10.0423,2.98594,0
10.3101,2.98594,0
10.5779,2.98594,0
10.8457,2.98594,0.145119
11.1135,2.98594,0.641144
11.3813,2.98594,0.641144
11.6491,2.98594,0.392157
11.9169,2.98594,0
12.1846,2.98594,0
12.4524,2.98594,0
12.7202,2.98594,0
12.988,2.98594,0.723849
13.2558,2.98594,1
13.5236,2.98594,0.404649
13.7914,2.98594,0
14.0592,2.98594,0.954403
14.327,2.98594,1
14.5948,2.98594,0.883595
14.8626,2.98594,0
15.1304,2.98594,0.0721497
15.3982,2.98594,0.782908
15.666,2.98594,0.782908
15.9338,2.98594,0.583926
16.2016,2.98594,0
16.4694,2.98594,0
16.7372,2.98594,0
17.0049,2.98594,0
0.133897,3.27031,0.746816
0.401692,3.27031,0.576953
0.669486,3.27031,0.325585
0.937281,3.27031,0.34426
1.20508,3.27031,1.0088
1.47287,3.27031,1
1.74066,3.27031,1.02144
2.00846,3.27031,1
2.27625,3.27031,0.216879
2.54405,3.27031,0.940958
2.81184,3.27031,0.478041
3.07964,3.27031,0.344879
3.34743,3.27031,1
3.61523,3.27031,0.794041
3.88302,3.27031,1
4.15081,3.27031,1
4.41861,3.27031,0.118076
4.6864,3.27031,0.162481
4.9542,3.27031,1
5.22199,3.27031,1.18958
5.48979,3.27031,1.35343
5.75758,3.27031,0.483453
6.02538,3.27031,0.439513
6.29317,3.27031,0.910611
6.56096,3.27031,0.588109
6.82876,3.27031,0
7.09655,3.27031,0
7.36435,3.27031,0
7.63214,3.27031,0
7.89994,3.27031,0
8.16773,3.27031,0
8.43553,3.27031,0.909977
8.70332,3.27031,1
8.97111,3.27031,0.928021
9.23891,3.27031,0
9.5067,3.27031,0
9.7745,3.27031,0.362551
10.0423,3.27031,0.829624
10.3101,3.27031,0.850845
10.5779,3.27031,0.850845
10.8457,3.27031,0.333987
11.1135,3.27031,1
11.3813,3.27031,1
11.6491,3.27031,0.611653
11.9169,3.27031,0.703946
12.1846,3.27031,0.949095
12.4524,3.27031,0.949095
12.7202,3.27031,0.0913933
12.988,3.27031,0.723849
13.2558,3.27031,1
13.5236,3.27031,0.404649
13.7914,3.27031,0
14.0592,3.27031,0.954403
14.327,3.27031,1
14.5948,3.27031,0.883595
14.8626,3.27031,0
15.1304,3.27031,0.092156
15.3982,3.27031,1
15.666,3.27031,1
15.9338,3.27031,0.745842
16.2016,3.27031,0
16.4694,3.27031,0
16.7372,3.27031,0
17.0049,3.27031,0
0.133897,3.55469,1
0.401692,3.55469,1.22996
0.669486,3.55469,1
0.937281,3.55469,1.01581
1.20508,3.55469,0.873686
1.47287,3.55469,0.846653
1.74066,3.55469,0.895801
2.00846,3.55469,1
2.27625,3.55469,0.216879
2.54405,3.55469,0.940958
2.81184,3.55469,0.478041
3.07964,3.55469,0.344879
3.34743,3.55469,1
3.61523,3.55469,0.794041
3.88302,3.55469,1
4.15081,3.55469,1
4.41861,3.55469,0.118076
4.6864,3.55469,0.162481
4.9542,3.55469,1
5.22199,3.55469,1.18958
5.48979,3.55469,1
5.75758,3.55469,0.368619
6.02538,3.55469,0.838427
6.29317,3.55469,0.838427
6.56096,3.55469,0.838427
6.82876,3.55469,0.838427
7.09655,3.55469,0.838427
7.36435,3.55469,0.838427
7.63214,3.55469,0.838427
7.89994,3.55469,0.838427
8.16773,3.55469,0.838427
8.43553,3.55469,1.53168
8.70332,3.55469,1.60026
8.97111,3.55469,1.42379
9.23891,3.55469,0
9.5067,3.55469,0
9.7745,3.55469,0.432143
10.0423,3.55469,0.988841
10.3101,3.55469,1
10.5779,3.55469,1
10.8457,3.55469,0.352858
11.1135,3.55469,1
11.3813,3.55469,1
11.6491,3.55469,0.611653
11.9169,3.55469,0.741702
12.1846,3.55469,1
12.4524,3.55469,1
12.7202,3.55469,0.0962952
12.988,3.55469,0.723849
13.2558,3.55469,1
13.5236,3.55469,0.404649
13.7914,3.55469,0.892567
14.0592,3.55469,1.40716
14.327,3.55469,1
14.5948,3.55469,0.883595
14.8626,3.55469,0
15.1304,3.55469,0.092156
15.3982,3.55469,1
15.666,3.55469,1
15.9338,3.55469,0.745842
16.2016,3.55469,0
16.4694,3.55469,0
16.7372,3.55469,0
17.0049,3.55469,0
0.133897,3.83906,1
0.401692,3.83906,1.22996
0.669486,3.83906,1
0.937281,3.83906,1
1.20508,3.83906,0.0270328
1.47287,3.83906,0
1.74066,3.83906,0.20212
2.00846,3.83906,1
2.27625,3.83906,0.216879
2.54405,3.83906,0.940958
2.81184,3.83906,0.478041
3.07964,3.83906,0.344879
3.34743,3.83906,1
3.61523,3.83906,0.794041
3.88302,3.83906,1
4.15081,3.83906,1
4.41861,3.83906,0.328829
4.6864,3.83906,0.298794
4.9542,3.83906,0.472636
5.22199,3.83906,0.997681
5.48979,3.83906,1
5.75758,3.83906,0.401993
6.02538,3.83906,1
6.29317,3.83906,1
6.56096,3.83906,1
6.82876,3.83906,1
7.09655,3.83906,1
7.36435,3.83906,1
7.63214,3.83906,1
7.89994,3.83906,1
8.16773,3.83906,1
8.43553,3.83906,1
8.70332,3.83906,1
8.97111,3.83906,0.854933
9.23891,3.83906,0
9.5067,3.83906,0
9.7745,3.83906,0.432143
10.0423,3.83906,0.988841
10.3101,3.83906,1
10.5779,3.83906,1
10.8457,3.83906,0.352858
11.1135,3.83906,1
11.3813,3.83906,1
11.6491,3.83906,0.611653
11.9169,3.83906,0.741702
12.1846,3.83906,1
12.4524,3.83906,1
12.7202,3.83906,0.0962952
12.988,3.83906,0.788354
13.2558,3.83906,1.20632
13.5236,3.83906,0.426593
13.7914,3.83906,0.941448
14.0592,3.83906,1.34458
14.327,3.83906,0.908449
14.5948,3.83906,0.833008
14.8626,3.83906,0.177308
15.1304,3.83906,0.261941
15.3982,3.83906,1
15.666,3.83906,1
15.9338,3.83906,0.745842
16.2016,3.83906,0.101323
16.4694,3.83906,0.129064
16.7372,3.83906,0
17.0049,3.83906,0
0.133897,4.12344,1
0.401692,4.12344,1.22996
0.669486,4.12344,1
0.937281,4.12344,1
1.20508,4.12344,0.0270328
1.47287,4.12344,0
1.74066,4.12344,0.20212
2.00846,4.12344,1
2.27625,4.12344,0.216879
2.54405,4.12344,0.330256
2.81184,4.12344,0.167782
3.07964,4.12344,0.344879
3.34743,4.12344,1.26437
3.61523,4.12344,1.05994
3.88302,4.12344,1
4.15081,4.12344,1
4.41861,4.12344,0.913164
4.6864,4.12344,1
4.9542,4.12344,1
5.22199,4.12344,0.975972
5.48979,4.12344,1
5.75758,4.12344,0.401993
6.02538,4.12344,1
6.29317,4.12344,1
6.56096,4.12344,1
6.82876,4.12344,1
7.09655,4.12344,1
7.36435,4.12344,1
7.63214,4.12344,1
7.89994,4.12344,1
8.16773,4.12344,1
8.43553,4.12344,1
8.70332,4.12344,1
8.97111,4.12344,0.854933
9.23891,4.12344,0
9.5067,4.12344,0
9.7745,4.12344,0.432143
10.0423,4.12344,0.988841
10.3101,4.12344,1
10.5779,4.12344,1
10.8457,4.12344,0.352858
11.1135,4.12344,1
11.3813,4.12344,1
11.6491,4.12344,0.611653
11.9169,4.12344,0.741702
12.1846,4.12344,1
12.4524,4.12344,1.48311
12.7202,4.12344,0.772237
12.988,4.12344,0.741599
13.2558,4.12344,1.59261
13.5236,4.12344,0.346158
13.7914,4.12344,0.941448
14.0592,4.12344,1.05814
14.327,4.12344,0.699769
14.5948,4.12344,0.870696
14.8626,4.12344,1.00582
15.1304,4.12344,1.04973
15.3982,4.12344,1
15.666,4.12344,1
15.9338,4.12344,0.745842
16.2016,4.12344,0.624068
16.4694,4.12344,0.794931
16.7372,4.12344,0
17.0049,4.12344,0
0.133897,4.40781,1.65457
0.401692,4.40781,1.88453
0.669486,4.40781,1.08411
0.937281,4.40781,1
1.20508,4.40781,0.511628
1.47287,4.40781,0.769876
1.74066,4.40781,0.918079
2.00846,4.40781,0.893805
2.27625,4.40781,0.844722
2.54405,4.40781,0.943256
2.81184,4.40781,0.378766
3.07964,4.40781,0.115696
3.34743,4.40781,1.04292
3.61523,4.40781,0.929189
3.88302,4.40781,0.267778
4.15081,4.40781,0.267778
4.41861,4.40781,0.826706
4.6864,4.40781,1
4.9542,4.40781,1
5.22199,4.40781,0.413919
5.48979,4.40781,0.397625
5.75758,4.40781,0.284267
6.02538,4.40781,1
6.29317,4.40781,1
6.56096,4.40781,1
6.82876,4.40781,1
7.09655,4.40781,1
7.36435,4.40781,1
7.63214,4.40781,1
7.89994,4.40781,1
8.16773,4.40781,1
8.43553,4.40781,1
8.70332,4.40781,1
8.97111,4.40781,0.854933
9.23891,4.40781,0
9.5067,4.40781,0
9.7745,4.40781,0.432143
10.0423,4.40781,0.988841
10.3101,4.40781,1
10.5779,4.40781,1
10.8457,4.40781,0.190327
11.1135,4.40781,0.281933
11.3813,4.40781,0.281933
11.6491,4.40781,0.172445
11.9169,4.40781,0.722404
12.1846,4.40781,0.973982
12.4524,4.40781,1.56544
12.7202,4.40781,0.921331
12.988,4.40781,0.312639
13.2558,4.40781,1
13.5236,4.40781,0.106359
13.7914,4.40781,0.941448
14.0592,4.40781,1.30723
14.327,4.40781,1
14.5948,4.40781,1.17093
14.8626,4.40781,1.00832
15.1304,4.40781,0.970489
15.3982,4.40781,0.903183
15.666,4.40781,0.966167
15.9338,4.40781,0.273666
16.2016,4.40781,0.624068
16.4694,4.40781,0.794931
16.7372,4.40781,0
17.0049,4.40781,0
0.133897,4.69219,1.17626
0.401692,4.69219,1.5584
0.669486,4.69219,0.72599
0.937281,4.69219,0.597492
1.20508,4.69219,0.645598
1.47287,4.69219,1
1.74066,4.69219,1
2.00846,4.69219,0.208551
2.27625,4.69219,0.726946
2.54405,4.69219,1
2.81184,4.69219,1.03608
3.07964,4.69219,0.46706
3.34743,4.69219,0.707455
3.61523,4.69219,0.711544
3.88302,4.69219,0
4.15081,4.69219,0
4.41861,4.69219,0.795088
