# Net_ID Start_X Start_Y Start_Layer End_X End_Y End_Layer
163 72 1 163 71 1 -2140086164
163 71 1 163 70 1 -2140086164
163 70 1 163 69 1 -2140086164
163 69 1 163 68 1 -2140086164
163 68 1 163 67 1 -2140086164
163 67 1 163 66 1 -2140086164
163 66 1 163 65 1 -2140086164
163 65 1 163 64 1 -2140086164
163 64 1 163 63 1 -2140086164
163 63 1 163 62 1 -2140086164
163 62 1 163 61 1 -2140086164
163 61 1 163 60 1 -2140086164
163 60 1 163 59 1 -2140086164
163 59 1 163 58 1 -2140086164
163 58 1 163 57 1 -2140086164
163 57 1 163 56 1 -2140086164
163 56 1 163 55 1 -2140086164
163 55 1 163 54 1 -2140086164
163 54 1 163 53 1 -2140086164
163 53 1 163 52 1 -2140086164
163 52 1 163 51 1 -2140086164
163 51 1 163 50 1 -2140086164
163 50 1 163 49 1 -2140086164
163 49 1 163 48 1 -2140086164
163 48 1 163 47 1 -2140086164
163 47 1 163 46 1 -2140086164
163 46 1 163 45 1 -2140086164
163 45 1 163 44 1 -2140086164
163 44 1 163 43 1 -2140086164
163 43 1 163 42 1 -2140086164
163 42 1 163 41 1 -2140086164
163 41 1 163 40 1 -2140086164
163 40 1 163 39 1 -2140086164
163 39 1 163 38 1 -2140086164
163 38 1 163 37 1 -2140086164
163 37 1 163 36 1 -2140086164
163 36 1 163 35 1 -2140086164
163 35 1 163 34 1 -2140086164
163 34 1 163 33 1 -2140086164
163 33 1 163 32 1 -2140086164
163 32 1 163 31 1 -2140086164
163 31 1 163 30 1 -2140086164
163 30 1 163 29 1 -2140086164
163 29 1 163 28 1 -2140086164
163 28 1 163 27 1 -2140086164
163 27 1 163 26 1 -2140086164
163 26 1 163 25 1 -2140086164
163 25 1 163 24 1 -2140086164
163 24 1 163 23 1 -2140086164
163 23 1 163 22 1 -2140086164
163 22 1 163 22 2 -2140086164
163 22 2 164 22 2 -2140086164
164 22 2 164 22 1 -2140086164
85 37 1 85 37 2 -2107925057
85 37 2 86 37 2 -2107925057
86 37 2 86 37 1 -2107925057
86 37 1 86 38 1 -2107925057
86 38 1 86 39 1 -2107925057
86 39 1 86 40 1 -2107925057
86 40 1 86 40 2 -2107925057
86 40 2 85 40 2 -2107925057
85 40 2 84 40 2 -2107925057
84 40 2 83 40 2 -2107925057
83 40 2 82 40 2 -2107925057
82 40 2 81 40 2 -2107925057
81 40 2 80 40 2 -2107925057
80 40 2 79 40 2 -2107925057
79 40 2 78 40 2 -2107925057
78 40 2 77 40 2 -2107925057
77 40 2 76 40 2 -2107925057
76 40 2 75 40 2 -2107925057
75 40 2 74 40 2 -2107925057
74 40 2 73 40 2 -2107925057
73 40 2 72 40 2 -2107925057
72 40 2 71 40 2 -2107925057
71 40 2 70 40 2 -2107925057
70 40 2 69 40 2 -2107925057
69 40 2 68 40 2 -2107925057
68 40 2 67 40 2 -2107925057
67 40 2 66 40 2 -2107925057
66 40 2 65 40 2 -2107925057
65 40 2 64 40 2 -2107925057
64 40 2 63 40 2 -2107925057
63 40 2 62 40 2 -2107925057
62 40 2 61 40 2 -2107925057
61 40 2 60 40 2 -2107925057
60 40 2 59 40 2 -2107925057
59 40 2 58 40 2 -2107925057
58 40 2 57 40 2 -2107925057
57 40 2 56 40 2 -2107925057
56 40 2 55 40 2 -2107925057
55 40 2 54 40 2 -2107925057
54 40 2 53 40 2 -2107925057
53 40 2 52 40 2 -2107925057
52 40 2 51 40 2 -2107925057
51 40 2 50 40 2 -2107925057
50 40 2 49 40 2 -2107925057
49 40 2 48 40 2 -2107925057
48 40 2 47 40 2 -2107925057
47 40 2 46 40 2 -2107925057
46 40 2 45 40 2 -2107925057
45 40 2 44 40 2 -2107925057
44 40 2 44 40 1 -2107925057
44 40 1 44 41 1 -2107925057
44 41 1 44 42 1 -2107925057
44 42 1 44 43 1 -2107925057
44 43 1 44 44 1 -2107925057
44 44 1 44 45 1 -2107925057
44 45 1 44 46 1 -2107925057
44 46 1 44 47 1 -2107925057
44 47 1 44 48 1 -2107925057
44 48 1 44 49 1 -2107925057
44 49 1 44 50 1 -2107925057
44 50 1 44 51 1 -2107925057
44 51 1 44 52 1 -2107925057
44 52 1 44 53 1 -2107925057
44 53 1 44 54 1 -2107925057
44 54 1 44 55 1 -2107925057
44 55 1 44 56 1 -2107925057
44 56 1 44 57 1 -2107925057
44 57 1 44 58 1 -2107925057
44 58 1 44 59 1 -2107925057
44 59 1 44 60 1 -2107925057
44 60 1 44 61 1 -2107925057
44 61 1 44 62 1 -2107925057
44 62 1 44 63 1 -2107925057
44 63 1 44 64 1 -2107925057
44 64 1 44 65 1 -2107925057
44 65 1 44 66 1 -2107925057
44 66 1 44 67 1 -2107925057
44 67 1 44 68 1 -2107925057
44 68 1 44 69 1 -2107925057
44 69 1 44 70 1 -2107925057
44 70 1 44 71 1 -2107925057
44 71 1 44 72 1 -2107925057
44 72 1 44 73 1 -2107925057
44 73 1 44 74 1 -2107925057
44 74 1 44 75 1 -2107925057
44 75 1 44 76 1 -2107925057
44 76 1 44 77 1 -2107925057
44 77 1 44 78 1 -2107925057
44 78 1 44 79 1 -2107925057
44 79 1 44 80 1 -2107925057
44 80 1 44 81 1 -2107925057
44 81 1 44 82 1 -2107925057
44 82 1 44 83 1 -2107925057
44 83 1 44 84 1 -2107925057
44 84 1 44 85 1 -2107925057
44 85 1 44 86 1 -2107925057
44 86 1 44 87 1 -2107925057
44 87 1 44 88 1 -2107925057
44 88 1 44 89 1 -2107925057
44 89 1 44 90 1 -2107925057
44 90 1 44 91 1 -2107925057
44 91 1 44 92 1 -2107925057
44 92 1 44 93 1 -2107925057
44 93 1 44 94 1 -2107925057
44 94 1 44 95 1 -2107925057
44 95 1 44 96 1 -2107925057
44 96 1 44 97 1 -2107925057
44 97 1 44 98 1 -2107925057
44 98 1 44 99 1 -2107925057
44 99 1 44 100 1 -2107925057
44 100 1 44 101 1 -2107925057
44 101 1 44 102 1 -2107925057
44 102 1 44 103 1 -2107925057
44 103 1 44 104 1 -2107925057
44 104 1 44 105 1 -2107925057
44 105 1 44 106 1 -2107925057
44 106 1 44 107 1 -2107925057
44 107 1 44 108 1 -2107925057
44 108 1 44 109 1 -2107925057
44 109 1 44 110 1 -2107925057
44 110 1 44 111 1 -2107925057
44 111 1 44 111 2 -2107925057
44 111 2 43 111 2 -2107925057
43 111 2 43 111 1 -2107925057
37 81 1 37 81 2 -2085052225
37 81 2 36 81 2 -2085052225
36 81 2 35 81 2 -2085052225
35 81 2 34 81 2 -2085052225
34 81 2 33 81 2 -2085052225
33 81 2 32 81 2 -2085052225
32 81 2 31 81 2 -2085052225
31 81 2 30 81 2 -2085052225
30 81 2 29 81 2 -2085052225
29 81 2 28 81 2 -2085052225
28 81 2 27 81 2 -2085052225
27 81 2 27 81 1 -2085052225
27 81 1 27 82 1 -2085052225
27 82 1 27 83 1 -2085052225
27 83 1 27 84 1 -2085052225
27 84 1 27 85 1 -2085052225
27 85 1 27 86 1 -2085052225
27 86 1 27 87 1 -2085052225
27 87 1 27 88 1 -2085052225
27 88 1 27 89 1 -2085052225
27 89 1 27 90 1 -2085052225
27 90 1 27 91 1 -2085052225
27 91 1 27 92 1 -2085052225
27 92 1 27 93 1 -2085052225
27 93 1 27 94 1 -2085052225
27 94 1 27 95 1 -2085052225
27 95 1 27 96 1 -2085052225
27 96 1 27 97 1 -2085052225
27 97 1 27 98 1 -2085052225
27 98 1 27 99 1 -2085052225
27 99 1 27 100 1 -2085052225
27 100 1 27 101 1 -2085052225
27 101 1 27 102 1 -2085052225
27 102 1 27 103 1 -2085052225
27 103 1 27 104 1 -2085052225
27 104 1 27 105 1 -2085052225
27 105 1 27 106 1 -2085052225
27 106 1 27 107 1 -2085052225
27 107 1 27 108 1 -2085052225
27 108 1 27 109 1 -2085052225
27 109 1 27 110 1 -2085052225
27 110 1 27 111 1 -2085052225
27 111 1 27 112 1 -2085052225
27 112 1 27 113 1 -2085052225
27 113 1 27 114 1 -2085052225
27 114 1 27 115 1 -2085052225
27 115 1 27 116 1 -2085052225
27 116 1 27 117 1 -2085052225
27 117 1 27 118 1 -2085052225
27 118 1 27 119 1 -2085052225
27 119 1 27 120 1 -2085052225
27 120 1 27 121 1 -2085052225
27 121 1 27 122 1 -2085052225
27 122 1 27 123 1 -2085052225
27 123 1 27 124 1 -2085052225
27 124 1 27 125 1 -2085052225
27 125 1 27 126 1 -2085052225
27 126 1 27 127 1 -2085052225
27 127 1 27 128 1 -2085052225
27 128 1 27 129 1 -2085052225
27 129 1 27 130 1 -2085052225
27 130 1 27 131 1 -2085052225
27 131 1 27 132 1 -2085052225
27 132 1 27 133 1 -2085052225
27 133 1 27 134 1 -2085052225
27 134 1 27 135 1 -2085052225
27 135 1 27 136 1 -2085052225
27 136 1 27 137 1 -2085052225
27 137 1 27 138 1 -2085052225
27 138 1 27 139 1 -2085052225
27 139 1 27 140 1 -2085052225
27 140 1 27 141 1 -2085052225
27 141 1 27 142 1 -2085052225
27 142 1 27 143 1 -2085052225
27 143 1 27 144 1 -2085052225
27 144 1 27 145 1 -2085052225
27 145 1 27 146 1 -2085052225
27 146 1 27 147 1 -2085052225
27 147 1 27 148 1 -2085052225
27 148 1 27 149 1 -2085052225
27 149 1 27 150 1 -2085052225
27 150 1 27 151 1 -2085052225
27 151 1 27 152 1 -2085052225
27 152 1 27 153 1 -2085052225
27 153 1 27 154 1 -2085052225
27 154 1 27 155 1 -2085052225
27 155 1 27 156 1 -2085052225
27 156 1 27 157 1 -2085052225
27 157 1 27 158 1 -2085052225
27 158 1 27 159 1 -2085052225
27 159 1 27 160 1 -2085052225
27 160 1 27 161 1 -2085052225
27 161 1 27 162 1 -2085052225
27 162 1 27 163 1 -2085052225
27 163 1 27 164 1 -2085052225
27 164 1 27 165 1 -2085052225
27 165 1 27 166 1 -2085052225
27 166 1 27 167 1 -2085052225
27 167 1 27 168 1 -2085052225
27 168 1 27 169 1 -2085052225
28 66 1 28 67 1 -2084544981
28 67 1 28 68 1 -2084544981
28 68 1 28 69 1 -2084544981
28 69 1 28 70 1 -2084544981
28 70 1 28 70 2 -2084544981
28 70 2 29 70 2 -2084544981
29 70 2 30 70 2 -2084544981
30 70 2 31 70 2 -2084544981
31 70 2 32 70 2 -2084544981
32 70 2 33 70 2 -2084544981
33 70 2 34 70 2 -2084544981
34 70 2 35 70 2 -2084544981
35 70 2 36 70 2 -2084544981
36 70 2 37 70 2 -2084544981
37 70 2 38 70 2 -2084544981
38 70 2 38 70 1 -2084544981
38 70 1 38 71 1 -2084544981
38 71 1 38 72 1 -2084544981
38 72 1 38 73 1 -2084544981
38 73 1 38 74 1 -2084544981
38 74 1 38 75 1 -2084544981
38 75 1 38 76 1 -2084544981
38 76 1 38 77 1 -2084544981
38 77 1 38 78 1 -2084544981
38 78 1 38 79 1 -2084544981
38 79 1 38 80 1 -2084544981
38 80 1 38 81 1 -2084544981
38 81 1 38 82 1 -2084544981
38 82 1 38 83 1 -2084544981
38 83 1 38 84 1 -2084544981
38 84 1 38 85 1 -2084544981
38 85 1 38 86 1 -2084544981
38 86 1 38 87 1 -2084544981
38 87 1 38 88 1 -2084544981
38 88 1 38 89 1 -2084544981
38 89 1 38 90 1 -2084544981
38 90 1 38 91 1 -2084544981
38 91 1 38 91 2 -2084544981
38 91 2 39 91 2 -2084544981
39 91 2 40 91 2 -2084544981
40 91 2 41 91 2 -2084544981
41 91 2 42 91 2 -2084544981
42 91 2 43 91 2 -2084544981
43 91 2 44 91 2 -2084544981
44 91 2 45 91 2 -2084544981
45 91 2 46 91 2 -2084544981
46 91 2 47 91 2 -2084544981
47 91 2 48 91 2 -2084544981
48 91 2 49 91 2 -2084544981
49 91 2 50 91 2 -2084544981
50 91 2 51 91 2 -2084544981
51 91 2 52 91 2 -2084544981
52 91 2 53 91 2 -2084544981
53 91 2 54 91 2 -2084544981
54 91 2 55 91 2 -2084544981
55 91 2 56 91 2 -2084544981
56 91 2 57 91 2 -2084544981
57 91 2 58 91 2 -2084544981
58 91 2 59 91 2 -2084544981
59 91 2 60 91 2 -2084544981
60 91 2 61 91 2 -2084544981
61 91 2 62 91 2 -2084544981
62 91 2 63 91 2 -2084544981
63 91 2 64 91 2 -2084544981
64 91 2 65 91 2 -2084544981
65 91 2 66 91 2 -2084544981
66 91 2 67 91 2 -2084544981
67 91 2 68 91 2 -2084544981
68 91 2 69 91 2 -2084544981
69 91 2 70 91 2 -2084544981
70 91 2 71 91 2 -2084544981
71 91 2 72 91 2 -2084544981
72 91 2 73 91 2 -2084544981
73 91 2 74 91 2 -2084544981
74 91 2 75 91 2 -2084544981
75 91 2 76 91 2 -2084544981
76 91 2 77 91 2 -2084544981
77 91 2 78 91 2 -2084544981
78 91 2 79 91 2 -2084544981
79 91 2 80 91 2 -2084544981
80 91 2 81 91 2 -2084544981
81 91 2 82 91 2 -2084544981
82 91 2 83 91 2 -2084544981
83 91 2 84 91 2 -2084544981
84 91 2 85 91 2 -2084544981
85 91 2 86 91 2 -2084544981
86 91 2 87 91 2 -2084544981
87 91 2 88 91 2 -2084544981
88 91 2 89 91 2 -2084544981
89 91 2 90 91 2 -2084544981
90 91 2 91 91 2 -2084544981
91 91 2 92 91 2 -2084544981
92 91 2 93 91 2 -2084544981
93 91 2 94 91 2 -2084544981
94 91 2 94 91 1 -2084544981
94 91 1 94 92 1 -2084544981
94 92 1 94 93 1 -2084544981
94 93 1 94 94 1 -2084544981
94 94 1 94 95 1 -2084544981
94 95 1 94 96 1 -2084544981
94 96 1 94 97 1 -2084544981
94 97 1 94 98 1 -2084544981
94 98 1 94 99 1 -2084544981
94 99 1 94 100 1 -2084544981
94 100 1 94 101 1 -2084544981
94 101 1 94 102 1 -2084544981
94 102 1 94 103 1 -2084544981
94 103 1 94 104 1 -2084544981
94 104 1 94 105 1 -2084544981
94 105 1 94 106 1 -2084544981
94 106 1 94 107 1 -2084544981
94 107 1 94 108 1 -2084544981
94 108 1 94 109 1 -2084544981
94 109 1 94 110 1 -2084544981
94 110 1 94 111 1 -2084544981
94 111 1 94 112 1 -2084544981
94 112 1 94 113 1 -2084544981
94 113 1 94 114 1 -2084544981
94 114 1 94 115 1 -2084544981
94 115 1 94 116 1 -2084544981
94 116 1 94 117 1 -2084544981
94 117 1 94 118 1 -2084544981
94 118 1 94 118 2 -2084544981
94 118 2 93 118 2 -2084544981
93 118 2 93 118 1 -2084544981
93 118 1 93 119 1 -2084544981
93 119 1 93 120 1 -2084544981
93 120 1 93 121 1 -2084544981
93 121 1 93 122 1 -2084544981
93 122 1 93 123 1 -2084544981
93 123 1 93 124 1 -2084544981
93 124 1 93 125 1 -2084544981
93 125 1 93 126 1 -2084544981
93 126 1 93 127 1 -2084544981
93 127 1 93 128 1 -2084544981
93 128 1 93 129 1 -2084544981
93 129 1 93 130 1 -2084544981
93 130 1 93 131 1 -2084544981
93 131 1 93 132 1 -2084544981
93 132 1 93 133 1 -2084544981
93 133 1 93 134 1 -2084544981
93 134 1 93 135 1 -2084544981
93 135 1 93 136 1 -2084544981
93 136 1 93 137 1 -2084544981
93 137 1 93 138 1 -2084544981
93 138 1 93 139 1 -2084544981
93 139 1 93 140 1 -2084544981
93 140 1 93 140 2 -2084544981
93 140 2 92 140 2 -2084544981
92 140 2 91 140 2 -2084544981
91 140 2 90 140 2 -2084544981
90 140 2 89 140 2 -2084544981
89 140 2 88 140 2 -2084544981
88 140 2 87 140 2 -2084544981
87 140 2 86 140 2 -2084544981
86 140 2 85 140 2 -2084544981
85 140 2 85 140 1 -2084544981
85 140 1 85 140 2 -2084544981
85 140 2 84 140 2 -2084544981
84 140 2 83 140 2 -2084544981
83 140 2 82 140 2 -2084544981
82 140 2 81 140 2 -2084544981
81 140 2 81 140 1 -2084544981
81 140 1 81 141 1 -2084544981
81 141 1 81 142 1 -2084544981
81 142 1 81 143 1 -2084544981
81 143 1 81 144 1 -2084544981
81 144 1 81 145 1 -2084544981
81 145 1 81 145 2 -2084544981
81 145 2 80 145 2 -2084544981
80 145 2 79 145 2 -2084544981
79 145 2 78 145 2 -2084544981
78 145 2 77 145 2 -2084544981
77 145 2 76 145 2 -2084544981
76 145 2 75 145 2 -2084544981
75 145 2 74 145 2 -2084544981
74 145 2 73 145 2 -2084544981
73 145 2 72 145 2 -2084544981
72 145 2 71 145 2 -2084544981
71 145 2 70 145 2 -2084544981
70 145 2 69 145 2 -2084544981
69 145 2 68 145 2 -2084544981
68 145 2 67 145 2 -2084544981
67 145 2 66 145 2 -2084544981
66 145 2 66 145 1 -2084544981
66 145 1 66 146 1 -2084544981
66 146 1 66 147 1 -2084544981
66 147 1 66 148 1 -2084544981
66 148 1 66 149 1 -2084544981
66 149 1 66 150 1 -2084544981
66 150 1 66 151 1 -2084544981
66 151 1 66 152 1 -2084544981
66 152 1 66 153 1 -2084544981
66 153 1 66 154 1 -2084544981
66 154 1 66 155 1 -2084544981
66 155 1 66 156 1 -2084544981
66 156 1 66 157 1 -2084544981
66 157 1 66 158 1 -2084544981
66 158 1 66 159 1 -2084544981
66 159 1 66 160 1 -2084544981
66 160 1 66 161 1 -2084544981
66 161 1 66 162 1 -2084544981
66 162 1 66 163 1 -2084544981
66 163 1 66 164 1 -2084544981
66 164 1 66 165 1 -2084544981
66 165 1 66 166 1 -2084544981
66 166 1 66 167 1 -2084544981
66 167 1 66 168 1 -2084544981
66 168 1 66 169 1 -2084544981
66 169 1 66 170 1 -2084544981
66 170 1 66 171 1 -2084544981
66 171 1 66 172 1 -2084544981
66 172 1 66 173 1 -2084544981
66 173 1 66 174 1 -2084544981
66 174 1 66 175 1 -2084544981
66 175 1 66 176 1 -2084544981
66 176 1 66 177 1 -2084544981
66 177 1 66 178 1 -2084544981
66 178 1 66 179 1 -2084544981
66 179 1 66 180 1 -2084544981
66 180 1 66 181 1 -2084544981
66 181 1 66 182 1 -2084544981
66 182 1 66 183 1 -2084544981
66 183 1 66 184 1 -2084544981
66 184 1 66 185 1 -2084544981
66 185 1 66 186 1 -2084544981
66 186 1 66 187 1 -2084544981
66 187 1 66 188 1 -2084544981
66 188 1 66 188 2 -2084544981
66 188 2 65 188 2 -2084544981
65 188 2 64 188 2 -2084544981
64 188 2 63 188 2 -2084544981
63 188 2 62 188 2 -2084544981
62 188 2 61 188 2 -2084544981
61 188 2 60 188 2 -2084544981
60 188 2 59 188 2 -2084544981
59 188 2 58 188 2 -2084544981
58 188 2 57 188 2 -2084544981
57 188 2 56 188 2 -2084544981
56 188 2 55 188 2 -2084544981
55 188 2 54 188 2 -2084544981
54 188 2 53 188 2 -2084544981
53 188 2 52 188 2 -2084544981
52 188 2 51 188 2 -2084544981
51 188 2 50 188 2 -2084544981
50 188 2 49 188 2 -2084544981
49 188 2 48 188 2 -2084544981
48 188 2 47 188 2 -2084544981
47 188 2 46 188 2 -2084544981
46 188 2 46 188 1 -2084544981
46 188 1 46 187 1 -2084544981
46 187 1 46 186 1 -2084544981
46 186 1 46 185 1 -2084544981
46 185 1 46 184 1 -2084544981
72 169 1 72 168 1 -2049213321
72 168 1 72 167 1 -2049213321
72 167 1 72 166 1 -2049213321
72 166 1 72 165 1 -2049213321
72 165 1 72 165 2 -2049213321
72 165 2 73 165 2 -2049213321
73 165 2 74 165 2 -2049213321
74 165 2 75 165 2 -2049213321
75 165 2 76 165 2 -2049213321
76 165 2 77 165 2 -2049213321
77 165 2 78 165 2 -2049213321
78 165 2 79 165 2 -2049213321
79 165 2 80 165 2 -2049213321
80 165 2 81 165 2 -2049213321
81 165 2 82 165 2 -2049213321
82 165 2 83 165 2 -2049213321
83 165 2 84 165 2 -2049213321
84 165 2 85 165 2 -2049213321
85 165 2 86 165 2 -2049213321
86 165 2 87 165 2 -2049213321
87 165 2 88 165 2 -2049213321
88 165 2 89 165 2 -2049213321
89 165 2 90 165 2 -2049213321
90 165 2 91 165 2 -2049213321
91 165 2 92 165 2 -2049213321
92 165 2 93 165 2 -2049213321
93 165 2 94 165 2 -2049213321
